Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities_Passangers,Fatalities Crew,Ground,Summary,Year
2000-02-02,,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,,Training,Lockheed C-130 Hercules,,,8,NULL,NULL,8,0,NULL,0,Crashed on take off.,2000
2000-02-16,19:50,"Sacramento, California",Emery Worldwide,17,"Sacramento, CA - Dayton, OH",McDonnell Douglas DC-8-71F,N8079U,45947/341,3,0,3,3,0,3,0,The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.,2000
2000-03-05,18:11,"Burbank, Calilfornia",Southwest Airlines,1455,Las Vegas - Burbank,Boeing B-737-3T5,N668SW,23060/1069,142,137,5,0,0,0,0,"While attempting to land at Burbank Airport, the plane overran the runway, collided with a metal blast fence and an airport perimeter wall and came to rest on a city street near a gas station. The plane touched down at 182 knots, 2,150 feet past the runway threshold, too fast and too far down the runway for the plane to stop in time.  In the accident sequence,  the nose gear collapsed, the forward service door (1R) escape slide inflated inside the airplane and  the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed. Two passengers sustained serious injuries and 41 passengers and the captain sustained minor injuries. The flightcrew's excessive airspeed and flight path angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. Contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flightcrew other than a go-around maneuver.",2000
2000-03-09,08:40,"Moscow, Russia",Vologodskiye Airlines,,Moscow - Kiev,Yakovlev YAK-40,RA-88170,9620847,9,4,5,9,4,5,0,"The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set.",2000
2000-03-17,09:30,"Near Kuna Yala, Panama",Aeroperlas,,Panama City - Puerto Obaldia,de Havilland Canada DHC-6 Twin Otter 300,HP-1267APP,624,10,8,2,10,8,2,0,"Crashed into a jungle mountainside 15 miles short of its destination while en route. The wreckage was found at the 2,500 ft. level of a 2,790 ft. mountain.  Weather was poor at the time.",2000
2000-03-17,12:31,"Ennadai Lake, Canada",Points North Air Services,,"Points North Landing, SK - Ennadai Lake",Douglas C-47A-5-DK,C-FNTF,12344,2,0,2,2,0,2,0,"After lifting off the cargo plane entered a steep, nose-up attitude, banked to the left, and crashed. The pilot lost control of the aircraft while conducting a go-around from a aborted landing on the ice strip.  The aircraft's center of gravity on the accident flight was beyond the aft C of G limit. The crew did not recalculate the aircraft's weight and balance for the second flight. Leaks in the heater shroud allowed carbon monoxide gas to contaminate cockpit and cabin air.",2000
2000-03-22,17:45,"Herreira, Spain",Military - Ejército del Aire,,Sevilla - Herreira,CASA 212-DE Aviocar 200,TM-12D-73,314,7,0,7,7,0,7,0,Crashed while attempting to land in poor weather.,2000
2000-03-24,18:04,"Kadirana, Sri Lanka",Sky Cabs,,Bangkok - Colombo,Antonov AN-12 (freighter),RA-11302,8346004,8,0,8,6,0,6,2,"The pilot -in-command made two requests to land because he was low on fuel. While attempting to land, he ran out of fuel and crashed short of the runway. The Cargo plane broke into four parts and crashed into houses.",2000
2000-03-25,,"Huambo, Angola",Uralex,,Huambo - Luanda,Antonov AN-32,D2-MAJ,ZZX3201,33,29,4,3,3,0,0,"The aircraft, leased from a Ukrainian company, overran they runway and crashed into a ditch after an aborted takeoff. Brake failure as the pilot attempted to avoid a hole in the runway.",2000
2000-03-30,,"Near Anuradhapura, Sri Lanka",Military - Sri Lankan Air Force,,Jaffna/Palaly AFB - Anuradhapura AFB,Antonov An-26,UR-79170,13410,40,36,4,40,36,4,0,The crew reported engine trouble 10 minutes before it crashed while en route. Members of the Liberation Tigers confessed to firing missiles at the plane.,2000
2000-04-05,09:30,"Marianna, Florida",Bankair,,Opa-Locka - Marianna,Learjet 35A,N86BE,35-194,3,0,3,3,0,3,0,"While on finals the training flight pitched up, the right wing dropped, and the airplane struck trees, struck wires, caught fire on a road. The pilot's failure to maintain control of the airplane while on final approach resulting in the airplane striking trees. Factors in this accident were: improper planning of the approach, and not obtaining the proper alignment with the runway.",2000
2000-04-19,,"Pepa ,Congo",Military - Centrafricain Airlines,,"Pepa, Congo - Kigali, Rwanda",Antonov AN-8,TL-ACM,9340706,24,20,4,24,20,4,0,"The military flight crashed after losing its engines after striking birds,unable to return to land.",2000
2000-04-19,07:02,"Samal Island, Philippines",Air Philippines,541,Manila - Davao,Boeing B-737-2H4,RP-C3010, 21447/508,131,124,7,131,124,7,0,"The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact near Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet.",2000
2000-04-29,,"Bapi, Papua New Guinea",North Coast Aviation,,,Britten-Norman BN-2A-20 Islander,P2-ISA,703,4,1,3,4,1,3,0,"While taking off the plane struck trees at the end of the runway, crashed and burned.",2000
2000-05-02,14:39,"Lyon Satolas, France",Northern Executive Aviation,4B,,Learjet 35A,G-MURI,35-646,5,3,2,2,0,2,0,"During a landing attempt the crew shut down No. 1 engine and declared an emergency. The plane was told to divert to Lyon Satolas. Power was applied to the remaining engine and the plane banked to the left causing the wing to touch the ground, crash and catch fire. Loss of yaw and roll control which appears to be due to the failure to monitor flight symmetry at the time of the thrust increase on the right engine.",2000
2000-05-03,,"Kurupung, Guyana",Trans Guyana Airways,,,Britten-Norman BN-2A-9 Islander,8R-GAC,694,1,0,1,1,0,1,0,The cargo plane crashed into a cloud covered mountain.,2000
2000-05-10,20:30,"Kaunakakai, Hawaii",Price Aircraft Company,,Kahului - Hoolehua,Rockwell Sabreliner 65,N241H,465-5,6,4,2,6,4,2,0,While on approach the charter flight hit the ridge of a mountain. Inadequate crew coordination led to the captain's decision to discontinue the instrument approach procedure and initiate a maneuvering descent solely by visual references at night in an area of mountainous terrain. The crew failed to review the instrument approach procedure and the copilot failed to provide accurate information regarding terrain clearance and let down procedures during the instrument approach.,2000
2000-05-17,09:47,"Moanda, Gabon",Avirex,,Libreville - Moanda,Beechcraft 1900C-1,TR-LFK,UC-133,10,8,2,3,2,1,0,The charter flight crashed while on approach in fog and mist.,2000
2000-05-21,11:28,"Near Wilkes-Barre, Pennsylvania",Executive Airlines,Charter,Atlantic City - Wilkes-Barre,BAe Jetstream 3101-31,N16EJ,834,19,17,2,19,17,2,0,"The plane crashed into a heavily wood area  as it was making a second approach to Wilkes-Barre/Scranton International Airport. Visibility was poor in wind, low clouds and light rain.  While attempting the second approach, the pilot reported both engines had quit but restarted one of them before the plane crashed. Investigation revealed indications of rotation on the left engine at the time of impact but the power level was not known. The right engine and propellers exhibited little or no rotation at the time of impact. Failure of the crew to ensure an adequate supply of fuel for the flight, which led to the stoppage of the right engine due to fuel exhaustion and the intermittent stoppage of the left engine.  Failure of the crew to monitor the plane's fuel state and the flightcrews failure to maintain directional control after the initial stoppage.",2000
2000-05-25,,"Near Manila, Philippines",Philippine Air Lines,812,Davao - Manila,Airbus A.330-301,F-OHZN,,298,284,14,1,1,0,0,"A hijacker robbed passengers, jumped out of the plane with a homemade parachute and was killed in the jump.",2000
2000-05-31,19:05,"Off Whyalla, Australia",Whyalla Airlines,904,Adelaide - Whyalla,Piper PA-31-350 Navajo,VH-MZK,31-8152180,8,1,7,8,1,7,0,"En route and descending at Whyalla,  at 6,000 ft., the pilot transmitted a MAYDAY, reporting that both engines of the aircraft had failed, that there were eight persons on board and that he was going to have to ditch the aircraft, but was trying to reach Whyalla. Three minutes later he reported his position 15 nm off the coast of Whyalla. No further transmissions were heard from the plane and the wreckage was found in Spencer Gulf the next morning. Malfunction of both engines due to the failure of components of the engines. A fractured connecting rod in the left engine led the pilot to increase the power setting in the right engine, leading to the No. 6 piston being holed in the right engine.",2000
2000-06-05,11:35,"Accra, Ghana",Ghana Airlink,200,Tamale - Accra,Fokker F-27 Friendship 600,G-524,10535,52,48,4,7,7,0,0,"The plane made a hard landing, short of the runway and broke in two during a heavy rainstorm.",2000
2000-06-22,01:16,"Shitai, China",Wuhan Airlines,343,Enshi - Wuhan,Xian Yunshuji Y-7-100C,B-3479,06708,44,40,4,44,40,4,7,"The plane was attempting to land at Whuan's Wanjiatun Airport in thunderstorms and heavy rain when it was struck by lightning causing it to explode and crash. Half of the plane crashed into a farmhouse and the other half crashed near a dike on the Hanjiang River near the village of Shitai, 15 miles from Wuhan. Seven people aboard a boat on the southern bank of the river were killed when they were swept into the river by the impact of the crash.",2000
2000-06-23,11:41,"Boca Raton, Florida",Universal Jet Aviation,,Boca Raton - Fort Pierce,Learjet 55,N220JC,55-050,3,1,2,3,1,2,0,Shortly after takeoff the aircraft impacted another plane and crashed to the ground. The failure of the pilot's of both airplanes to maintain a visual lookout while climbing and maneuvering resulting in an in-flight collision and subsequent collision with residences and terrain.,2000
2000-06-27,,"Off Shimano, Japan",Military - Japanese Air Self-Defence Force,,Training,Kawasaki C-1A,88-1027,8027,5,0,5,5,0,5,0,Crashed into the sea during a test flight.,2000
2000-07-02,10:50,"Off Cagayancillo, Philippines",Military - Philippine Air Force,,Cagayancillo - Puerto Princesa,GAF Nomad N-22C,N286,86,15,11,4,14,10,4,0,"Engine problems forced the pilot to return to the airport. However, he overshot the runway and crashed into the sea. One passenger was rescued by fishermen. Major General Santiago Madrid, chief of the southwestern military command, killed.",2000
2000-07-08,19:50,"Near Villahermosa, Mexico",Aerocaribe,7831,Tuxtla Gutierrez - Villahermosa,British Aerospace  BAe Jetstream 32EP,N912FJ,912,19,17,2,19,17,2,0,"The plane crashed into a heavily forested area 42 miles southeast of Villahermosa. There was fog and rain in the area  at the time.  Flying VFR, deviation to avoid weather resulted in spatial disorientation of the crew which led to descending below a safe flying altitude to clear high ground.",2000
2000-07-09,08:37,"Villavicencio, Colombia",CORAL Colombia,,Villavicencio - Mitu,Curtiss C-46A-60-CS,HK-851P,383,19,15,4,13,9,4,0,"The cargo plane had 19 people aboard when it crashed into a farm after losing the No. 2 engine, two minutes after taking off from Villavicencio.",2000
